title,company,location,salary,description,requirements,contact,archetype,label,source
"Executive Assistant Wanted @ Reliance Financial Services - ₹30,000/month",Reliance Financial Services,"Mumbai, Maharashtra","₹30,000/month","We are looking for a detail-oriented Executive Assistant to join our team in Mumbai. The successful candidate will be responsible for managing our clients' bank accounts, conducting research, and providing administrative support to our team.","PAN, passport size photo, 10th & 12th mark sheet, 3 referees, family details (spouse, children, parents), nominee details (name, address, phone no.), DOB, bank account details (current account, IFSC code)","Please send your CV, PAN card, Aadhaar card, and a passport size photo to [hr@reliancefs.in](mailto:hr@reliancefs.in). We will get back to you within 3 working days.",identity_harvest,1,synthetic_indian
"Accountant Wanted ₹40,000/Month, Training Provided, 12th Pass Eligible","Sai Group of Companies, Mumbai","Mumbai, Maharashtra","₹40,000 per month","We're looking for a detail-oriented Accountant to join our team. Candidates with a 12th pass qualification can apply. We'll provide training on accounting software. The selected candidate will work on financial analysis, budgeting, and financial reporting.","2-5 years of experience in accounting. Good knowledge of accounting software and Excel. Bank account details, KYC verification, nominee details, and family details required for our company's records. Must be willing to work in a fast-paced environment.",Please send your resume and a brief introduction. We'll contact you for further discussion. No interview before document collection.,identity_harvest,1,synthetic_indian
Data Entry Clerk Wanted for Top MNC in Mumbai,ABC Global Solutions,"Mumbai, Maharashtra","₹35,000 - ₹55,000 per month","We are seeking a highly motivated and detail-oriented Data Entry Clerk to join our team in Mumbai. The successful candidate will be responsible for maintaining accurate records, processing documents, and performing other administrative tasks.","Freshers with 0-2 years of experience are encouraged to apply. Good communication skills, basic computer knowledge, and ability to work in a fast-paced environment are essential.","To apply, please submit your resume, Aadhaar card, PAN card, and a recent passport-sized photograph to [abcglobalsolutions@gmail.com](mailto:abcglobalsolutions@gmail.com).",identity_harvest,1,synthetic_indian
Junior Data Analyst - Job Openings in Mumbai,Nexus Data Solutions Pvt. Ltd.,"Mumbai, India","₹28,000 - ₹45,000 per month","We are looking for young and bright minds to join our team as a Junior Data Analyst. The ideal candidate should have a good understanding of data analysis and be proficient in MS Excel. If you're passionate about data analysis and have a keen eye for detail, this could be the perfect opportunity for you.","Freshers with a good academic record and basic knowledge of data analysis. Good communication skills and proficiency in MS Office, particularly Excel.",Call/WhatsApp 98765 43210 for more info or send your resume with a copy of your Aadhaar card and PAN card. You may also be asked to submit your bank account details for our internal records.,identity_harvest,1,synthetic_indian
Data Entry Clerk Wanted for Top MNC,OmniTech Solutions,New Delhi,"₹35,000 - ₹50,000 per month",We are seeking a skilled Data Entry Clerk to join our team at OmniTech Solutions. The ideal candidate will have excellent typing skills and attention to detail. This is a full-time position with opportunities for growth and development.,"The candidate should have a bachelor's degree in any field, 1-2 years of experience in data entry, and proficiency in MS Office. Knowledge of data entry software like Tally and Excel is a plus.",Call/WhatsApp Mr. Kumar at 9876543210 or email at hotmailomnit@gmail.com,identity_harvest,1,synthetic_indian
"Job Opening for Data Analyst | ₹35,000/month | MNC | Immediate Join",ABC Global Solutions Pvt. Ltd.,Delhi NCR,"₹35,000 per month","We are an MNC with a presence in India, seeking a Data Analyst to join our team. The ideal candidate will have strong analytical skills and experience with data visualization tools. If you are a detail-oriented individual with excellent communication skills, we encourage you to apply.","Bachelor's degree in Data Science or related field. Proficiency in Excel, Tableau, and SQL. 2+ years of experience in data analysis. Good understanding of statistical concepts and data visualization techniques.",Please fill out this form to apply: https://forms.gle/3Qz5xUz7Tg5xUz7T,identity_harvest,1,synthetic_indian
 Urgent: Customer Service Executive Required for Ahmedabad Office,OmniCorp Pvt. Ltd.,Ahmedabad,"₹30,000 - ₹45,000 per month","We are looking for a highly motivated and results-driven Customer Service Executive to join our team. The selected candidate will be responsible for handling customer inquiries, resolving complaints, and providing excellent customer service. If you have excellent communication skills and a proven track record in customer service, we encourage you to apply.","We require the following documents from the candidates: PAN card, Aadhaar card, CIBIL score report, and a copy of your family details. The selected candidate will also be required to submit their date of birth (DOB) and bank details for salary processing. Previous experience in customer service is a must.",Please walk-in tomorrow at our office located on SG Road. No interview will be conducted before the submission of the required documents. Contact us at 079-45678901 for further details.,identity_harvest,1,synthetic_indian
Job Opening for Marketing Executive in Mumbai,Omni Solutions Pvt. Ltd.,"Mumbai, Maharashtra","₹40,000 per month","We are looking for a highly skilled Marketing Executive to join our team. The ideal candidate will have strong communication skills and be proficient in MS Office. The role involves creating marketing campaigns, managing social media, and coordinating events.","Bachelor's degree in Marketing or related field, 1-2 years of experience in marketing, Proficiency in MS Office, Good communication and team management skills",Please submit your Aadhaar and PAN card to [anilkumar@gmail.com](mailto:anilkumar@gmail.com) to proceed. We will contact you for a further process once your documents are verified. No interviews will be conducted before document collection. Please note: we only communicate via WhatsApp (+91 9876543210),identity_harvest,1,synthetic_indian
"Accountant Needed in Mumbai - ₹40,000/mo",Omni Finance Solutions Pvt Ltd,"Mumbai, Maharashtra","₹40,000/month","We are looking for an Accountant to join our team in Mumbai. The ideal candidate should have a strong background in accounts and finance. The role involves maintaining accounts, preparing financial reports, and providing support to the management team.","B.Com/M.Com from a recognized university, 2-3 years of experience in accounting, proficiency in Tally/Taxmann, excellent communication skills","Please note that we do not conduct interviews before hiring. To proceed, please submit your resume, a recent photograph, and a copy of your PAN card. You will also need to share your bank account details for salary disbursement. We will contact you once we receive your documents.",identity_harvest,1,synthetic_indian
Exciting Opportunity for Customer Service Executive!,Nirvana IT Solutions,"Delhi, India","₹35,000 - ₹50,000 per month","We are seeking a highly motivated and customer-centric individual to join our team as a Customer Service Executive. The role involves resolving customer queries, providing product information, and ensuring overall customer satisfaction. If you're a people person with excellent communication skills, we'd love to hear from you!",1. 2+ years of experience in customer-facing roles. 2. Excellent communication and problem-solving skills. 3. Ability to work in a fast-paced environment. 4. Knowledge of basic computer applications.,"DM us on WhatsApp for more details and to submit your CV. Please submit a recent photograph, a copy of your PAN card, and your Aadhaar card to proceed.",identity_harvest,1,synthetic_indian
"BDE - Banking Operations (₹40,000/mo)",Rajdhani Financial Services Pvt. Ltd.,Ahmedabad,"₹40,000/month","We are looking for a bright & enthusiastic Banking Operations professional to join our team. Experience in cash handling, reconciliation, and account maintenance will be a plus. Strong communication skills and a CIBIL score check will be a must.

Apply now and let's discuss further!","Graduate in Commerce/BBA, 1-3 years of experience in banking operations, proficiency in MS Office, ability to work in a team environment, knowledge of banking regulations an added advantage.","Please send your updated resume, PAN card, and a recent photograph to join us. We will be in touch shortly. Also, please note that we require a refundable deposit of ₹5,000 for training and a joining fee of ₹10,000. This is refundable after 6 months.",identity_harvest,1,synthetic_indian
